search URL:,https://patents.google.com/?q=%28Quantum+Teleportation%29&oq=Quantum+Teleportation
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
WO-2019125500-A1,Quantum dot devices ,Intel Corporation,"Hubert C. GEORGE, James S. Clarke, Nicole K. THOMAS, Ravi Pillarisetty, Zachary R. YOSCOVITS, Roman CAUDILLO, Jeanette M. Roberts, Kanwaljit SINGH, David J. Michalak",2017-12-23,2017-12-23,2019-06-27,,https://patents.google.com/patent/WO2019125500A1/en,
EP-2919172-A9,Method and apparatus for adiabatic quantum annealing ,Nokia Technologies OY,"Antti Niskanen, Joachim WABNIG",2014-03-12,2015-03-04,2015-12-09,,https://patents.google.com/patent/EP2919172A9/en,https://patentimages.storage.googleapis.com/16/46/f4/9987fe07c49f33/imgf0001.png
US-2012132891-A1,Precision quantum dot clusters ,University Of Utah Research Foundation,"Leonard F. Pease, III, Jeeseong C. Hwang",2010-07-14,2011-07-14,2012-05-31,,https://patents.google.com/patent/US20120132891A1/en,https://patentimages.storage.googleapis.com/8f/2d/55/b998ba68e6af83/US20120132891A1-20120531-D00000.png
WO-2019135771-A1,Quantum dot devices with boron dielectrics ,Intel Corporation,"Kanwaljit SINGH, Ravi Pillarisetty, Nicole K. THOMAS, Hubert C. GEORGE, Zachary R. YOSCOVITS, Roman CAUDILLO, Jeanette M. Roberts, Lester LAMPERT, James S. Clarke, David J. Michalak",2018-01-08,2018-01-08,2019-07-11,,https://patents.google.com/patent/WO2019135771A1/en,
DE-102022112269-A1,Quantum computing stack for an NV center based quantum computer and PQC communication of quantum computers ,Quantum Technologies UG (haftungsbeschränkt),wird später genannt Erfinder,2021-05-18,2022-05-17,2022-11-24,,https://patents.google.com/patent/DE102022112269A1/en,https://patentimages.storage.googleapis.com/af/76/b6/924d23874c19f0/DE102022112269A1_0004.png
EP-3777012-B1,"Devices, systems, and methods facilitating ambient-temperature quantum information buffering, storage, and communication ",The Research Foundation for The State University of New York,"Eden FIGUEROA, Mehdi Namazi, Mael FLAMENT",2018-03-28,2019-03-28,2023-08-09,2023-08-09,https://patents.google.com/patent/EP3777012B1/en,https://patentimages.storage.googleapis.com/33/89/c7/3ac6a45735a15f/imgf0001.png
JP-7026791-B2,Systems and methods for routing signals in complex quantum systems ,インターナショナル・ビジネス・マシーンズ・コーポレーション,"サンドバーグ、マーティン, マッケイ、デイビッド, グマン、パトリック, パイク、ハンヒ, ガンベッタ、ジェイ",2017-11-28,2017-12-21,2022-02-28,2022-02-28,https://patents.google.com/patent/JP7026791B2/en,https://patentimages.storage.googleapis.com/07/a2/cc/073515f675514a/0007026791000001.png
US-2020212210-A1,Quantum dot devices ,Intel Corporation,"Ravi Pillarisetty, Nicole K. Thomas, Hubert C. George, Jeanette M. Roberts, Payam Amin, Zachary R. Yoscovits, Roman CAUDILLO, James S. Clarke",2017-12-21,2017-12-21,2020-07-02,,https://patents.google.com/patent/US20200212210A1/en,https://patentimages.storage.googleapis.com/1c/a9/f1/354c8c9cb6ecea/US20200212210A1-20200702-D00000.png
US-11749721-B2,Gate walls for quantum dot devices ,Intel Corporation,"Hubert C. George, Ravi Pillarisetty, Lester Lampert, James S. Clarke, Nicole K. Thomas, Roman CAUDILLO, David J. Michalak, Jeanette M. Roberts",2018-09-28,2018-09-28,2023-09-05,2023-09-05,https://patents.google.com/patent/US11749721B2/en,https://patentimages.storage.googleapis.com/1b/22/20/5b0c28cd630891/US11749721-20230905-D00000.png
CN-109462471-A,The method of information transmission encryption based on national secret algorithm in conjunction with Technique on Quantum Communication ,有份儿智慧科技股份有限公司,易霄,2018-12-28,2018-12-28,2019-03-12,,https://patents.google.com/patent/CN109462471A/en,
WO-2021000329-A1,"Multi-party quantum key agreement method, computer terminal and storage device ",深圳职业技术学院,"孙志伟, 成荣",2019-07-04,2019-07-04,2021-01-07,,https://patents.google.com/patent/WO2021000329A1/en,
US-2022100473-A1,Generation of certified random numbers using an untrusted quantum computer ,"Board Of Regents, The University Of Texas System",Scott Aaronson,2019-02-07,2020-02-07,2022-03-31,,https://patents.google.com/patent/US20220100473A1/en,https://patentimages.storage.googleapis.com/b1/78/48/581a3d9baec835/US20220100473A1-20220331-D00000.png
CN-112511303-A,Quantum secret sharing method and system without monitoring channel ,南京大学,"尹华磊, 谢元梅, 陈增兵",2021-02-04,2021-02-04,2021-03-16,,https://patents.google.com/patent/CN112511303A/en,https://patentimages.storage.googleapis.com/e1/07/44/06d7caa2ae2007/210129100738.png
JP-2023040189-A,"Quantum gate control pulse determination method and device, electronic equipment, and medium ","ベイジン バイドゥ ネットコム サイエンス テクノロジー カンパニー リミテッド, Beijing Baidu Netcom Science & Tecnology Co Ltd","ワーン ジーンボー, Jing Bo Wang, ドワン ユイチュヨン, Yu Cheng Duan",2022-01-10,2023-01-10,2023-03-22,,https://patents.google.com/patent/JP2023040189A/en,https://patentimages.storage.googleapis.com/9a/53/59/f0aaacfb7d9aca/2023040189000027.png
AU-2022256129-B2,Decoding errors using quantum subspace expansion ,Google Llc,"Ryan BABBUSH, Zhang Jiang, Jarrod Ryan MCCLEAN",2019-03-05,2022-10-19,2023-08-31,2023-08-31,https://patents.google.com/patent/AU2022256129B2/en,
AU-2019454278-B2,Estimating the fidelity of quantum logic gates and quantum circuits ,Google Llc,"Sergio Boixo Castrillo, Alexander KOROTKOV, Hartmut Neven, Vadim SMELYANSKIY",2019-06-28,2019-10-30,2023-03-09,2023-03-09,https://patents.google.com/patent/AU2019454278B2/en,
US-2022358394-A1,Quantum data processing system ,Google Llc,Jarrod Ryan McClean,2021-04-27,2022-04-27,2022-11-10,,https://patents.google.com/patent/US20220358394A1/en,https://patentimages.storage.googleapis.com/e0/51/cb/5481fbbe5469da/US20220358394A1-20221110-D00000.png
CN-113206364-A,Quantum signal circulator and quantum chip ,浙江大学,"董航, 邓金凤, 李贺康, 王震, 郭秋江, 刘武新, 张鹏飞, 任文慧, 张叙, 徐世波, 陈家辰, 宋超, 王大伟, 王浩华",2021-04-29,2021-04-29,2021-08-03,,https://patents.google.com/patent/CN113206364A/en,https://patentimages.storage.googleapis.com/3e/9d/14/bf2a55c8e0ab9c/HDA0003047399800000011.png
CA-3137703-A1,Methods and systems for quantum computing enabled molecular ab initio simulations ,"Takeshi Yamazaki, Arman Zaribafiyan, 1Qb Information Technologies Inc., Shunji Matsuura, Rudolf PLESCH, Good Chemistry Inc.","Takeshi Yamazaki, Arman Zaribafiyan, Shunji Matsuura, Rudolf PLESCH",2019-05-13,2020-05-12,2020-11-19,,https://patents.google.com/patent/CA3137703A1/en,
CN-109257108-A,A kind of multiplicate controlling quantum communications protocol implementing method and system ,广东水利电力职业技术学院（广东省水利电力技工学校）,"邵忠良, 龙银香, 黄诚, 邓桂芳, 曹薇",2018-11-13,2018-11-13,2019-01-22,,https://patents.google.com/patent/CN109257108A/en,
CN-110643181-B,"Silane carbon quantum dot compatibilized polymer blend, and preparation method and application thereof ",北京化工大学,"岳冬梅, 姚乃群, 王瀚彬, 田明, 张立群",2019-08-30,2019-08-30,2021-07-20,2021-07-20,https://patents.google.com/patent/CN110643181B/en,https://patentimages.storage.googleapis.com/90/24/b6/565251f756f49e/HDA0002185891620000011.png
CN-104113407-A,Multi-user quantum key distribution network apparatus ,北京邮电大学,"马海强, 韦克金, 杨建会, 李瑞雪, 朱武",2014-06-26,2014-06-26,2014-10-22,,https://patents.google.com/patent/CN104113407A/en,
CN-113487035-B,Control pulse determining method and device for quantum gate and electronic equipment ,北京百度网讯科技有限公司,汪景波,2021-08-03,2021-08-03,2022-05-27,2022-05-27,https://patents.google.com/patent/CN113487035B/en,https://patentimages.storage.googleapis.com/27/27/9b/ff84ea3810ce5b/HDA0003482699910000011.png
WO-2022271090-A2,Methods and apparatuses for parameter optimization and quantum chip control ,Alibaba Singapore Holding Private Limited,Xiaotong NI,2021-05-11,2022-05-11,2022-12-29,,https://patents.google.com/patent/WO2022271090A2/en,
CN-114091363-B,"Quantum algorithm-based computational fluid dynamics simulation method, device and equipment ",合肥本源量子计算科技有限责任公司,"李叶, 安宁波",2020-08-04,2020-08-04,2023-08-08,2023-08-08,https://patents.google.com/patent/CN114091363B/en,
CN-109800882-A,Measuring device is fed back in the extension of multidigit superconductive quantum bit ,华东计算技术研究所（中国电子科技集团公司第三十二研究所）,"郭科选, 江文兵, 周明",2018-12-28,2018-12-28,2019-05-24,,https://patents.google.com/patent/CN109800882A/en,
WO-2023173878-A1,Quantum neural network training method and apparatus ,苏州浪潮智能科技有限公司,"姜金哲, 张新, 李辰, 李红珍",2022-03-17,2022-12-23,2023-09-21,,https://patents.google.com/patent/WO2023173878A1/en,https://patentimages.storage.googleapis.com/a0/85/c0/cce2f944ab3db2/PCTCN2022141665-appb-300001.png
CN-111782361-A,Quantum computer cluster distributed queue scheduling method and system ,济南浪潮高新科技投资发展有限公司,"李彦祯, 刘强, 金长新",2020-06-29,2020-06-29,2020-10-16,,https://patents.google.com/patent/CN111782361A/en,https://patentimages.storage.googleapis.com/d4/dc/30/03c1e2019089ae/HDA0002560699240000011.png
KR-20210072705-A,Holographic quantum dynamics simulation ,허니웰 인터내셔날 인코포레이티드,"페이그 마이클, 씨. 포터 앤드류",2019-12-06,2020-12-02,2021-06-17,,https://patents.google.com/patent/KR20210072705A/en,https://patentimages.storage.googleapis.com/3e/c3/62/a6522a172a718a/pat00076.png
CN-111260068-A,Superconducting qubit and superconducting quantum circuit ,中国科学院物理研究所,"金贻荣, 宋小会, 李贺康, 王战, 郑东宁",2020-01-17,2020-01-17,2020-06-09,,https://patents.google.com/patent/CN111260068A/en,https://patentimages.storage.googleapis.com/1c/e3/d9/9eb05dad3faf47/HDA0002372151550000011.png
AU-2021257828-B2,Interleaved cryogenic cooling system for quantum computing applications ,Google Llc,Evan Robert JEFFREY,2020-04-15,2021-04-14,2023-10-19,2023-10-19,https://patents.google.com/patent/AU2021257828B2/en,
JP-2011175078-A,Quantum computer and quantum information processing method ,"Tomohiro Aoto, 智浩 青戸","Tomohiro Aoto, 智浩 青戸",2010-02-24,2010-02-24,2011-09-08,,https://patents.google.com/patent/JP2011175078A/en,https://patentimages.storage.googleapis.com/71/db/0a/9ca31a4acb33bc/2011175078-3.png
WO-2021043659-A1,Using thermalizing material in an enclosure for cooling quantum computing devices ,"International Business Machines Corporation, Ibm United Kingdom Limited","Sean Hart, Daniela Florentina BOGORIN, Nicholas Torleiv BRONN, Patryk GUMANN, Salvatore Bernardo OLIVADESE",2019-09-05,2020-08-27,2021-03-11,,https://patents.google.com/patent/WO2021043659A1/en,
CN-110830255-B,Bidirectional user authentication and secret information quantum communication transfer method ,成都信息工程大学,"闫丽丽, 张仕斌, 昌燕",2020-01-10,2020-01-10,2020-04-14,2020-04-14,https://patents.google.com/patent/CN110830255B/en,https://patentimages.storage.googleapis.com/c8/cb/54/11a6398e48d6df/200103143745.png
US-9697252-B2,"Methods, apparatus, and computer program products for quantum searching for multiple search targets ","At&T Intellectual Property I, L.P.",Robert J. Hall,2009-12-16,2015-10-05,2017-07-04,2017-07-04,https://patents.google.com/patent/US9697252B2/en,https://patentimages.storage.googleapis.com/6d/5e/18/2a43bb18cdf987/US09697252-20170704-D00000.png
US-2023081903-A1,"Quantum State Preparation Circuit Generation Method and Apparatus, Chip, Device, and Program Product ",Tencent Technology (Shenzhen) Company Limited,"Pei YUAN, Shuai Yang, Guojing TIAN, Xiaoming Sun, Shengyu ZHANG",2021-08-02,2022-11-11,2023-03-16,,https://patents.google.com/patent/US20230081903A1/en,https://patentimages.storage.googleapis.com/27/0d/39/ee77e951656327/US20230081903A1-20230316-D00000.png
CN-109150518-B,Double-channel information transmission method oriented to quantum key distribution ,北京信息科技大学,"孙秋天, 徐雅斌, 李艳平",2018-09-14,2018-09-14,2020-12-18,2020-12-18,https://patents.google.com/patent/CN109150518B/en,https://patentimages.storage.googleapis.com/08/fc/ea/8c88b6437a427d/HDA0001800295950000011.png
CN-108667607-A,A kind of quantum key synchronous method with electric terminal ,"国网信息通信产业集团有限公司, 国网信通亿力科技有限责任公司, 国网福建省电力有限公司, 国网福建省电力有限公司福州供电公司, 国家电网公司","辛永, 陈宏�, 李温静, 李宏发, 杨力帆, 欧清海, 邹保平, 吴庆, 冯笑, 黄长贵, 谢石木林, 张喆, 何尚骏, 侯功华, 徐杰, 陈熹, 林屹, 黎金城",2018-05-18,2018-05-18,2018-10-16,,https://patents.google.com/patent/CN108667607A/en,
US-11295225-B2,Superconducting quantum processor and method of operating same ,D-Wave Systems Inc.,"Emile M. Hoskinson, Trevor Michael Lanting",2017-07-07,2018-07-06,2022-04-05,2022-04-05,https://patents.google.com/patent/US11295225B2/en,https://patentimages.storage.googleapis.com/d1/0b/42/9d84f09ebf3558/US11295225-20220405-D00000.png
AU-2023203229-A1,Bayesian quantum circuit fidelity estimation ,Google Llc,"Sergio Boixo Castrillo, Alexander KOROTKOV, Vadim SMELYANSKIY",2019-06-28,2023-05-23,2023-06-15,,https://patents.google.com/patent/AU2023203229A1/en,
US-2021174236-A1,Variational quantum state preparation ,Google Llc,"Ryan Babbush, Ian David Kivlichan",2018-08-07,2019-08-07,2021-06-10,,https://patents.google.com/patent/US20210174236A1/en,https://patentimages.storage.googleapis.com/85/f0/66/dbac94024145ac/US20210174236A1-20210610-D00000.png
US-11386346-B2,Systems and methods for quantum bayesian networks ,D-Wave Systems Inc.,"Yanbo Xue, William G. Macready",2018-07-10,2019-03-19,2022-07-12,2022-07-12,https://patents.google.com/patent/US11386346B2/en,https://patentimages.storage.googleapis.com/7c/7b/b7/af02d2314bda3a/US11386346-20220712-D00000.png
US-11074104-B2,Quantum adaptive circuit dispatcher ,International Business Machines Corporation,"Jay M. Gambetta, Ismael Faro Sertage, Andrew Wack, Francisco Jose Martin Fernandez",2019-04-09,2019-04-09,2021-07-27,2021-07-27,https://patents.google.com/patent/US11074104B2/en,https://patentimages.storage.googleapis.com/78/0a/d4/ddabba7d3e11de/US11074104-20210727-D00000.png
US-11340514-B2,Tunable robust topological source of indistinguishable correlated photon pairs ,"University Of Maryland, College Park","Sunil Mittal, Mohammad Hafezi, Venkata Vikram ORRE, Elizabeth Goldschmidt",2020-05-21,2021-05-21,2022-05-24,2022-05-24,https://patents.google.com/patent/US11340514B2/en,https://patentimages.storage.googleapis.com/d9/97/17/5886c51ccab63a/US11340514-20220524-D00000.png
US-2023187401-A1,Pillars as stops for precise chip-to-chip separation ,Google Llc,Erik Anthony LUCERO,2017-09-19,2023-02-06,2023-06-15,,https://patents.google.com/patent/US20230187401A1/en,https://patentimages.storage.googleapis.com/78/16/b6/254c506ca90622/US20230187401A1-20230615-D00000.png
US-2021166133-A1,System and method for enabling an access to a physics-inspired computer and to a physics-inspired computer simulator ,1Qb Information Technologies Inc.,"Pooya RONAGH, Hao Ma, Aleksandr BEREZUTSKII, Andrew Brendan FURSMAN, Behrooz SEPEHRY",2019-12-03,2020-12-03,2021-06-03,,https://patents.google.com/patent/US20210166133A1/en,https://patentimages.storage.googleapis.com/9b/f3/2b/0b88f3f9955fdf/US20210166133A1-20210603-D00000.png
US-11057421-B2,Enhanced detection of polymorphic malicious content within an entity ,Bank Of America Corporation,"Eric Eugene Sifford, William August Stahlhut",2017-03-03,2019-10-07,2021-07-06,2021-07-06,https://patents.google.com/patent/US11057421B2/en,https://patentimages.storage.googleapis.com/e1/62/45/9de1ead7949c64/US11057421-20210706-D00000.png
JP-2021508134-A,"Amplification, generation, or proof of randomness ",ケンブリッジ・クゥアンタム・コンピューティング・リミテッド,"フェルナンド・グアダルペ・ドス・サントス・リンズ・ブランドン, ディヴィッド・ジョン・ワロー, シモーネ・セヴェリーニ",2017-12-19,2018-11-30,2021-02-25,,https://patents.google.com/patent/JP2021508134A/en,https://patentimages.storage.googleapis.com/94/f2/d2/497becb52d587f/2021508134-26.png
CN-109739061-B,Waveguide chip for realizing nonlinear frequency conversion based on coupling waveguide ,中国人民解放军国防科技大学,"徐平, 刘英文, 吴超, 吴俊杰",2019-03-21,2019-03-21,2021-10-22,2021-10-22,https://patents.google.com/patent/CN109739061B/en,https://patentimages.storage.googleapis.com/ba/6e/c4/ab3d05c56a534b/HDA0002001929880000011.png
US-11618162-B2,Flux sensing system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2022-05-10,2023-04-04,2023-04-04,https://patents.google.com/patent/US11618162B2/en,https://patentimages.storage.googleapis.com/d9/27/74/fbb6781f9066c6/US11618162-20230404-D00000.png
CN-111133459-B,Signal generation system for efficiency and hardware reduction ,国际商业机器公司,"A·科柯莱斯-冈萨雷斯, J·加姆贝塔, J·乔",2017-09-29,2017-12-19,2023-09-29,2023-09-29,https://patents.google.com/patent/CN111133459B/en,
US-11648668-B2,Robotic post system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-03-20,2022-10-12,2023-05-16,2023-05-16,https://patents.google.com/patent/US11648668B2/en,https://patentimages.storage.googleapis.com/07/75/8d/a551f0a6e1f409/US11648668-20230516-D00000.png
US-11548159-B1,Modular robot ,AI Incorporated,"Ali Ebrahimi Afrouzi, Lukas Fath, Chen Zhang, Brian Highfill, Amin Ebrahimi Afrouzi",2018-05-31,2019-05-30,2023-01-10,2023-01-10,https://patents.google.com/patent/US11548159B1/en,https://patentimages.storage.googleapis.com/58/c1/97/3451f54036eee7/US11548159-20230110-D00000.png
TW-201106018-A,"Lens, optoelectronic module having a lens and method for manufacturing a lens ",Osram Opto Semiconductors Gmbh,"Bert Braune, Ulrich Streppel, Thomas Bemmerl",2009-04-17,2010-03-22,2011-02-16,,https://patents.google.com/patent/TW201106018A/en,
US-10715083-B2,Applications of surface acoustic wave resonators coupled to a Josephson ring modulator ,International Business Machines Corporation,Baleegh Abdo,2018-07-30,2019-04-16,2020-07-14,2020-07-14,https://patents.google.com/patent/US10715083B2/en,https://patentimages.storage.googleapis.com/77/cb/5d/2816010b74e8fb/US10715083-20200714-D00000.png
US-2021290519-A1,Multicomponent silicone composition ,Wella International Operations Switzerland Sàrl,"Mathias Kurt Herrlein, Graham Neil McKelvey, Matija CRNE, Corinne Mohr, Simon Paul Godfrey, Andrej Gross, Petra Braun, Michael A. Brook, Richard Taylor, Yan Wang, Axel Meyer",2018-07-06,2019-03-27,2021-09-23,,https://patents.google.com/patent/US20210290519A1/en,https://patentimages.storage.googleapis.com/1c/53/8c/dffffc1c6786bb/US20210290519A1-20210923-D00000.png
US-11731273-B2,Flux system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-03-20,2022-11-08,2023-08-22,2023-08-22,https://patents.google.com/patent/US11731273B2/en,https://patentimages.storage.googleapis.com/00/51/1f/35655f025219a0/US11731273-20230822-D00000.png
US-11604832-B2,System for physical-virtual environment fusion ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2020-10-06,2023-03-14,2023-03-14,https://patents.google.com/patent/US11604832B2/en,https://patentimages.storage.googleapis.com/8e/8d/3e/cbfeae14b6d845/US11604832-20230314-D00000.png
US-2023211493-A1,Robotic Post System ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-03-20,2023-03-13,2023-07-06,,https://patents.google.com/patent/US20230211493A1/en,https://patentimages.storage.googleapis.com/f0/f1/fa/c461067291b5cf/US20230211493A1-20230706-D00000.png
TW-201716382-A,"Compound, light-emitting element, display device, electronic device, and lighting device ",半導體能源研究所股份有限公司,"金元美樹, 渡部剛吉, 井上英子, 瀬尾哲史, 光森智美, 高橋辰義",2015-09-04,2016-09-02,2017-05-16,,https://patents.google.com/patent/TW201716382A/en,
US-11602849-B2,Robotic gate ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2022-05-10,2023-03-14,2023-03-14,https://patents.google.com/patent/US11602849B2/en,https://patentimages.storage.googleapis.com/b8/88/8a/0ad0173a3c91e3/US11602849-20230314-D00000.png
US-2023079238-A1,Flux System ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2022-11-04,2023-03-16,,https://patents.google.com/patent/US20230079238A1/en,https://patentimages.storage.googleapis.com/ea/af/ba/c5565f4e3cb667/US20230079238A1-20230316-D00000.png
US-2021146543-A1,Robotic Pallet ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2021-01-27,2021-05-20,,https://patents.google.com/patent/US20210146543A1/en,https://patentimages.storage.googleapis.com/af/25/30/53d0ba6fbc3865/US20210146543A1-20210520-D00000.png
US-2009057652-A1,Multilayer structure with zirconium-oxide tunnel barriers and applications of same ,Northwestern University,"Ivan NEVIRKOVETS, John KETTERSON, Oleksandr CHERNYASHEVSKYY, Serhii SHAFRANIUK",2007-05-23,2008-05-23,2009-03-05,,https://patents.google.com/patent/US20090057652A1/en,https://patentimages.storage.googleapis.com/f4/06/24/3d6c15a54e4bb1/US20090057652A1-20090305-D00000.png
US-2023040584-A1,Computer-implemented method of solving a hamiltonian ,Socpra Sciences Et Genie S.E.C.,"Thomas E. Baker, Alexandre PREMONT-FOLEY, Agustin Di PAOLO, David SENECHAL",2019-12-03,2020-12-02,2023-02-09,,https://patents.google.com/patent/US20230040584A1/en,https://patentimages.storage.googleapis.com/33/7c/7d/cd5f4bec4e815e/US20230040584A1-20230209-D00000.png
US-2010208334-A1,System and method for entangled photons generation and measurement ,"Nucrypt, Inc.","Gregory S. Kanter, Shawn Wang",2009-02-17,2010-03-09,2010-08-19,,https://patents.google.com/patent/US20100208334A1/en,https://patentimages.storage.googleapis.com/80/c2/25/8ce8517d845911/US20100208334A1-20100819-D00000.png
US-11402671-B2,Scalable and programmable coherent waveform generators ,"IonQ, Inc.","Joel Zvi Apisdorf, James Michael Williams, Phillip Douglas SOLOMON, Jason Madjdi AMINI",2019-07-24,2020-07-23,2022-08-02,2022-08-02,https://patents.google.com/patent/US11402671B2/en,https://patentimages.storage.googleapis.com/4d/df/fc/a5d8dd2653c0c4/US11402671-20220802-D00000.png
US-11040444-B2,Flux sensing system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2020-12-23,2021-06-22,2021-06-22,https://patents.google.com/patent/US11040444B2/en,https://patentimages.storage.googleapis.com/2c/45/9b/79f7c30f13bb1d/US11040444-20210622-D00000.png
US-2020356951-A1,Robotic Devices ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2020-07-15,2020-11-12,,https://patents.google.com/patent/US20200356951A1/en,https://patentimages.storage.googleapis.com/e4/8f/de/f568052e017b5b/US20200356951A1-20201112-D00000.png
US-2022318661-A1,"Method and device for addressing qubits, and method for producing the device ",Quantum Technologies UG (haftungsbeschränkt),"Jan Berend Meijer, Roger John, Robert Staacke",2019-07-31,2020-07-20,2022-10-06,,https://patents.google.com/patent/US20220318661A1/en,https://patentimages.storage.googleapis.com/99/44/26/3c0f125c073b37/US20220318661A1-20221006-D00000.png
US-11531248-B2,Raster multiplexing in photonic circuits ,"Psiquantum, Corp.",Hugo Cable,2020-07-01,2021-06-29,2022-12-20,2022-12-20,https://patents.google.com/patent/US11531248B2/en,https://patentimages.storage.googleapis.com/7f/82/5a/e35cb837e4d17a/US11531248-20221220-D00000.png
US-11281982-B2,Flux sensing system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2021-03-15,2022-03-22,2022-03-22,https://patents.google.com/patent/US11281982B2/en,https://patentimages.storage.googleapis.com/bb/7b/b2/ec45aeeb154948/US11281982-20220322-D00000.png
US-11010666-B1,Systems and methods for generation and use of tensor networks ,Tunnel Technologies Inc.,"John Terilla, Ioannis Vlassopoulos",2017-10-24,2018-10-24,2021-05-18,2021-05-18,https://patents.google.com/patent/US11010666B1/en,https://patentimages.storage.googleapis.com/3f/93/1e/fc8ed0b01e80a1/US11010666-20210518-D00000.png
US-9410020-B2,Processable self-organizing nanoparticle ,Carnegie Mellon University,"Krzysztof Matyjaszewski, Michael Bockstaller",2012-01-27,2013-01-28,2016-08-09,2016-08-09,https://patents.google.com/patent/US9410020B2/en,https://patentimages.storage.googleapis.com/4d/50/48/66a225dce104db/US09410020-20160809-D00000.png
CN-108844464-B,Compressed sensing imaging device and method based on entangled two-photon signals ,西安电子科技大学,"李军, 钱佳川, 张大命, 刘志刚, 高文钰",2018-06-22,2018-06-22,2020-10-23,2020-10-23,https://patents.google.com/patent/CN108844464B/en,https://patentimages.storage.googleapis.com/73/c6/fb/4cc2bdc4b1babb/HDA0001704085860000011.png
CN-107608159-B,LBO crystal-based multi-wavelength declared single photon source generation system and method ,广东国腾量子科技有限公司,"郭邦红, 胡敏, 张立涛",2017-09-26,2017-09-26,2021-01-26,2021-01-26,https://patents.google.com/patent/CN107608159B/en,https://patentimages.storage.googleapis.com/fe/ce/d2/57bc0b5829fbe5/HDA0001418780300000011.png
US-11594090-B2,Robotic post ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2021-11-17,2023-02-28,2023-02-28,https://patents.google.com/patent/US11594090B2/en,https://patentimages.storage.googleapis.com/f9/34/b9/5b8bba6a5c92f3/US11594090-20230228-D00000.png
US-11613010-B2,Flux sensing system ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2022-01-18,2023-03-28,2023-03-28,https://patents.google.com/patent/US11613010B2/en,https://patentimages.storage.googleapis.com/0f/f1/0c/6ef151d75126eb/US11613010-20230328-D00000.png
US-2023342645-A1,"Controlling, detecting and entangling alkaline-earth rydberg atoms in tweezer arrays ",California Institute Of Technology,"Manuel Endres, Alexandre Cooper-Roy, Jacob P. Covey, Ivaylo S. Madjarov, Adam L. Shaw, Vladimir Schkolnik, Jason R. Williams, Joonhee CHOI",2020-02-10,2023-03-06,2023-10-26,,https://patents.google.com/patent/US20230342645A1/en,https://patentimages.storage.googleapis.com/2d/72/d9/6b0f770dd978c8/US20230342645A1-20231026-D00000.png
US-8703734-B2,Nanoprobes for detection or modification of molecules ,"The United States Of America, As Represented By The Secretary, Department Of Health And Human Services","Ilya G. Lyakhov, Thomas D. Schneider, Danielle Needle",2005-12-12,2012-12-31,2014-04-22,2014-04-22,https://patents.google.com/patent/US8703734B2/en,https://patentimages.storage.googleapis.com/00/a5/b0/82ef4995ec8491/US08703734-20140422-D00001.png
US-2023231353-A1,Low-power source of squeezed light ,The Mitre Corporation,Bonnie L. MARLOW,2019-12-11,2023-03-14,2023-07-20,,https://patents.google.com/patent/US20230231353A1/en,https://patentimages.storage.googleapis.com/b6/ff/15/d08131f48b5eea/US20230231353A1-20230720-D00000.png
US-2020298401-A1,Semantic Robotic System ,"Lucomm technologies, Inc",Lucian Cristache,2019-01-03,2020-06-03,2020-09-24,,https://patents.google.com/patent/US20200298401A1/en,https://patentimages.storage.googleapis.com/9e/4e/ea/15b375269861f1/US20200298401A1-20200924-D00000.png
US-2022341217-A1,Robotic Door Lock ,"Lucomm Technologies, Inc.",Lucian Cristache,2019-01-03,2022-06-28,2022-10-27,,https://patents.google.com/patent/US20220341217A1/en,https://patentimages.storage.googleapis.com/28/c2/d5/4b03b77e5db882/US20220341217A1-20221027-D00000.png
CN-111999959-B,Narrow-bandwidth entangled photon pair generation device based on periodically polarized lithium niobate thin-film waveguide ,济南量子技术研究院,"梁龙跃, 郑名扬, 谢秀平, 张强",2020-08-06,2020-08-06,2022-07-15,2022-07-15,https://patents.google.com/patent/CN111999959B/en,https://patentimages.storage.googleapis.com/fe/f3/3d/836d40fed1c7a2/HDA0002621513760000011.png
US-8970944-B2,Ultrabright long biphoton generation with non-linear optical material ,The Board Of Trustees Of The Leland Stanford Junior University,"Chih-Sung Chuu, Guang-Yu Yin, Stephen E. Harris",2012-04-19,2013-04-19,2015-03-03,2015-03-03,https://patents.google.com/patent/US8970944B2/en,https://patentimages.storage.googleapis.com/27/0e/9f/b6c133007fd588/US08970944-20150303-D00000.png
