search URL:,https://patents.google.com/?q=%28Quantum+Supremacy%29&oq=Quantum+Supremacy
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
EP-1902511-B1,Superconducting acyclic homopolar electromechanical power converter ,"Dynamo Capital, Inc.",Dieter Wolfgang Blum,2005-06-08,2006-06-07,2013-08-14,2013-08-14,https://patents.google.com/patent/EP1902511B1/en,https://patentimages.storage.googleapis.com/f9/bd/1f/3f29da00d26f9e/imgf0001.png
US-8195053-B2,Optical signal processing device ,Fujitsu Limited,Shigeki Watanabe,2008-12-25,2009-11-12,2012-06-05,2012-06-05,https://patents.google.com/patent/US8195053B2/en,https://patentimages.storage.googleapis.com/48/9d/88/1238fa5523a3c5/US08195053-20120605-D00000.png
CN-101024180-B,"Photo-catalyst micro-particles and its preparing method, photocatalyst and preparing method and use ",广州门德纳米科技有限公司,"胡军辉, 刘宏芳, 刘少炎, 许贻晶",2007-02-25,2007-02-25,2012-03-21,2012-03-21,https://patents.google.com/patent/CN101024180B/en,https://patentimages.storage.googleapis.com/b8/22/97/4ae0cba361acba/S07173349820070316E000011.png
CN-102056629-B,A photosensitising composition and its uses ,新加坡国立大学,"阿尼尔·基尚, 萨基·乔治",2008-04-04,2009-04-06,2013-06-05,2013-06-05,https://patents.google.com/patent/CN102056629B/en,https://patentimages.storage.googleapis.com/ee/ee/86/33f5f4d7533481/HPA00001275582500011.png
CN-102326210-B,Compositions of high specific activity Sn-117m and methods of preparing the same ,清洁脉管公司,"奈杰尔·雷蒙德·史蒂文森, 伊恩·马丁·霍恩",2008-12-26,2009-12-10,2015-01-21,2015-01-21,https://patents.google.com/patent/CN102326210B/en,
CN-100567599-C,A kind of cross-linked three D reticular supertine oil absorption fibre and its production and application ,东华大学,"刘艳萍, 周美华",2007-07-06,2007-07-06,2009-12-09,2009-12-09,https://patents.google.com/patent/CN100567599C/en,https://patentimages.storage.googleapis.com/d5/7e/d0/2c6303aaa51840/C2007100435660010H1.png
CN-100429515-C,Eddy current inspection device based on resistance transducer of gigantic magnetism ,浙江大学,"周泽魁, 范孟豹, 黄平捷, 张光新, 候迪波, 蔡晋辉, 叶波, 贺光琳, 龚翔, 武海鑫",2006-11-01,2006-11-01,2008-10-29,2008-10-29,https://patents.google.com/patent/CN100429515C/en,https://patentimages.storage.googleapis.com/d8/9b/85/7b5af45406c791/C20061015444500101.png
WO-2007001962-A2,Systems and methods for generating biological material ,"Kurzweil Technologies, Inc.",Raymond C. Kurzweil,2005-06-20,2006-06-19,2007-01-04,,https://patents.google.com/patent/WO2007001962A2/en,
CN-102626399-B,"Calcium alginate microcapsule, preparation method and application thereof ",中国科学院化学研究所,"李峻柏, 杜翠玲, 赵洁",2012-04-05,2012-04-05,2014-05-07,2014-05-07,https://patents.google.com/patent/CN102626399B/en,https://patentimages.storage.googleapis.com/30/cf/9a/30e1cfbb367e3b/HDA0000150501310000011.png
CN-107111710-A,For the method and system based on safety and the calculating of dependable identification ,先进元素科技公司,"V.H.希尔, P.R.威廉斯, J.鲁, 提摩西·圣约翰·雷蒙德",2014-09-13,2015-09-09,2017-08-29,,https://patents.google.com/patent/CN107111710A/en,
CN-108064311-A,Medical prognosis and prediction using the therapeutic response of various kinds of cell signal transduction path activity ,皇家飞利浦有限公司,"H.J.范奥詹, W.F.J.维哈伊格, A.G.C.范布鲁斯塞, J.维罗贝, R.范戈格",2014-10-24,2015-10-26,2018-05-22,,https://patents.google.com/patent/CN108064311A/en,
JP-2017108100-A,"Light-emitting element, display device, electronic apparatus, and lighting device ","株式会社半導体エネルギー研究所, Semiconductor Energy Lab Co Ltd","剛吉 渡部, Gokichi Watabe, 剛吉 渡部, 瀬尾　哲史, Tetsushi Seo, 哲史 瀬尾, 智美 光森, Tomomi Mitsumori, 智美 光森",2015-08-07,2016-08-04,2017-06-15,,https://patents.google.com/patent/JP2017108100A/en,
CN-110243794-B,Graphene quantum dot-based fluorescent probe for detecting sulfur dioxide and application thereof ,济南大学,"林伟英, 李广涵, 马燕燕",2019-06-19,2019-06-19,2022-08-02,2022-08-02,https://patents.google.com/patent/CN110243794B/en,https://patentimages.storage.googleapis.com/59/c3/01/a47d5f6261fd87/HDA0002099863210000011.png
CN-105511150-A,"Quantum bar, manufacturing method for quantum bar and display panel ",京东方科技集团股份有限公司,"杨久霞, 白峰",2016-02-01,2016-02-01,2016-04-20,,https://patents.google.com/patent/CN105511150A/en,
CN-106355292-B,Cascade reservoir optimal scheduling method and system based on quantum particle swarm optimization ,广东工业大学,"王朗, 魏明磊, 苏泓霖",2016-09-21,2016-09-21,2020-02-07,2020-02-07,https://patents.google.com/patent/CN106355292B/en,https://patentimages.storage.googleapis.com/a7/9f/65/8ba2dfa1e2ff2e/HDA0001117968500000011.png
WO-2010146808-A1,Gallium nitride-based compound semiconductor light-emitting diode ,パナソニック株式会社,"岩永順子, 横川俊哉, 山田篤志",2009-06-18,2010-06-09,2010-12-23,,https://patents.google.com/patent/WO2010146808A1/en,https://patentimages.storage.googleapis.com/18/dd/af/51c05ab7d3985f/JPOXMLDOC01-appb-D000001.png
CN-110982520-A,Boron-nitrogen co-doped carbon quantum dot and preparation and application thereof ,太原理工大学,"陈琳, 卫迎迎, 王军丽, 杜晶磊, 李强, 刘旭光, 杨永珍, 于世平",2019-12-24,2019-12-24,2020-04-10,,https://patents.google.com/patent/CN110982520A/en,https://patentimages.storage.googleapis.com/0e/f4/b5/c2af7ef2547932/1912241407561.png
JP-2015036389-A,Production method of graphene quantum dot emitter ,"株式会社Kri, Kri Inc, 株式会社Ｋｒｉ","昌宏 植田, Masahiro Ueda, 昌宏 植田, 川崎　剛美, Takeyoshi Kawasaki, 剛美 川崎",2013-08-12,2013-08-12,2015-02-23,,https://patents.google.com/patent/JP2015036389A/en,
JP-2017036411-A,Manufacturing method of graphene quantum dot luminous body ,"株式会社Kri, Kri Inc, 株式会社Ｋｒｉ","昌宏 植田, Masahiro Ueda, 昌宏 植田, 川崎　剛美, Takeyoshi Kawasaki, 剛美 川崎",2015-08-12,2015-08-12,2017-02-16,,https://patents.google.com/patent/JP2017036411A/en,
CN-110069348-A,A kind of efficient method using cloud center quantum computer resource ,济南浪潮高新科技投资发展有限公司,"孙善宝, 于治楼, 徐驰, 于�玲",2019-05-05,2019-05-05,2019-07-30,,https://patents.google.com/patent/CN110069348A/en,
CN-101368943-A,"Quantum point biological probe and preparation method thereof, and microcurrent control protein chip based on the same ",苏州市长三角系统生物交叉科学研究院有限公司,"樊春海, 汪联辉, 宋世平, 何耀, 颜娟, 黄维",2007-08-15,2007-08-15,2009-02-18,,https://patents.google.com/patent/CN101368943A/en,https://patentimages.storage.googleapis.com/10/c3/9b/791431b4e19ce5/A200710044886E00121.png
CN-110674826-A,Character recognition method based on quantum entanglement ,嘉兴学院,"刘子豪, 贾小军, 张素兰",2019-10-09,2019-10-09,2020-01-10,,https://patents.google.com/patent/CN110674826A/en,https://patentimages.storage.googleapis.com/5c/2c/36/97823e313f8e24/191009155025.png
CN-110534631-A,A kind of LED junction closes the wide colour gamut backlight of display of perovskite quantum dot devitrified glass ,大连海事大学,"张希珍, 陈宝玖, 于涛",2019-09-05,2019-09-05,2019-12-03,,https://patents.google.com/patent/CN110534631A/en,
CN-107037104-A,It is a kind of based on the protein electrochemistry senser element of modified by graphene quantum dot electrode and its preparation and application ,海南师范大学,"孙伟, 李晓燕, 牛学良, 文作瑞, 陈玮",2017-05-15,2017-05-15,2017-08-11,,https://patents.google.com/patent/CN107037104A/en,
CN-108152263-A,A kind of method that ferro element is quickly detected based on carbon quantum dot fluorescence method ,江南大学,"席金忠, 谢云飞, 郭亚辉, 成玉梁, 于航, 钱和, 姚卫蓉",2018-03-14,2018-03-14,2018-06-12,,https://patents.google.com/patent/CN108152263A/en,
CN-105597764-A,Preparation method of carbon quantum dot/zinc ferrite composite photocatalytic materials ,中国科学院地球环境研究所,"黄宇, 梁艳玲, 张朋, 曹军骥",2016-03-09,2016-03-09,2016-05-25,,https://patents.google.com/patent/CN105597764A/en,
CN-106315540-A,Method for preparing graphene quantum dot from asphalt ,北京化工大学,"宋怀河, 赵泽宇, 张苏, 董玥, 陈晓红, 周继生",2015-06-18,2015-06-18,2017-01-11,,https://patents.google.com/patent/CN106315540A/en,
CN-109825291-A,A kind of carbon quantum dot and its preparation method and application of nitrogen sulphur codope ,山西大学,"张慧林, 高艺芳, 焦媛, 刘洋, 双少敏, 董川",2019-04-09,2019-04-09,2019-05-31,,https://patents.google.com/patent/CN109825291A/en,
KR-20160014188-A,Method to prepare highly photoluminescence carbon quantum dots by hydrothermal reaction ,건양대학교산학협력단,김도경,2014-07-28,2014-07-28,2016-02-11,,https://patents.google.com/patent/KR20160014188A/en,https://patentimages.storage.googleapis.com/d3/fb/3d/64138ee6db8ed5/pat00001.png
CN-106784345-B,"Quantum-dot structure and manufacturing method, light emitting diode with quantum dots and manufacturing method ",瑞声科技（南京）有限公司,谢再锋,2016-12-08,2016-12-08,2019-03-12,2019-03-12,https://patents.google.com/patent/CN106784345B/en,
CN-104984349-A,Epirubicin loaded graphene quantum dot drug carrying system and preparation method thereof ,金陵科技学院,"张小娟, 郝凌云, 田湘萍, 胡小红, 朱星群, 马俊杰",2015-07-28,2015-07-28,2015-10-21,,https://patents.google.com/patent/CN104984349A/en,
CN-104830325-A,Preparation method for fluorescent carbon quantum dot/SiO2/inorganic fluorescent powder ternary composite temperature sensing material ,华南农业大学,"雷炳富, 李唯, 张浩然, 刘应亮, 肖勇, 郑明涛, 董汉武",2015-04-23,2015-04-23,2015-08-12,,https://patents.google.com/patent/CN104830325A/en,
CN-102750529-A,Biometric fingerprint authentication method based on quantum fuzzy commitment ,南京邮电大学,"曹东, 朱成",2012-07-24,2012-07-24,2012-10-24,,https://patents.google.com/patent/CN102750529A/en,https://patentimages.storage.googleapis.com/0f/c8/bc/749faa9d888383/120724141908.png
CN-101565175-A,Device of fast synthetizing CdSe quantum dots and method thereof ,华东理工大学,"栾伟玲, 杨洪伟, 万真, 付红红, 刘鹏, 周鑫, 尹程程, 涂善东",2009-06-05,2009-06-05,2009-10-28,,https://patents.google.com/patent/CN101565175A/en,https://patentimages.storage.googleapis.com/c0/18/4a/7b9f36f85cbcfa/A20091005258900091.png
CN-102936501-A,Quantum dot-organic dye compound closed/open type cadmium ion ratio fluorescent probe and preparation method thereof ,华东理工大学,"安学勤, 桂日军, 黄文学, 龚俊",2012-11-01,2012-11-01,2013-02-20,,https://patents.google.com/patent/CN102936501A/en,https://patentimages.storage.googleapis.com/a8/36/97/8c354a72fc265d/121101154150.png
JP-2014170825-A,Quantum cascade semiconductor laser ,"Sumitomo Electric Ind Ltd, 住友電気工業株式会社","Junichi Hashimoto, 順一 橋本",2013-03-04,2013-03-04,2014-09-18,,https://patents.google.com/patent/JP2014170825A/en,https://patentimages.storage.googleapis.com/9f/f2/54/4a716205428270/2014170825-3.png
KR-20150072888-A,Quantum dot sensitized metal oxide phototransistor and manufacturing process thereof ,한국과학기술연구원,"황도경, 최원국, 이윤재",2013-12-20,2013-12-20,2015-06-30,,https://patents.google.com/patent/KR20150072888A/en,https://patentimages.storage.googleapis.com/4d/85/ab/305a89a60a5a72/pat00001.png
CN-107659403-B,Quantum password implementation method based on quantum light source ,南京邮电大学,"王琴, 张春辉, 丁华健, 张春梅",2017-10-20,2017-10-20,2022-01-28,2022-01-28,https://patents.google.com/patent/CN107659403B/en,https://patentimages.storage.googleapis.com/92/3b/e7/6e52914ec9eb03/HDA0001440374800000011.png
CN-104745194-A,Preparation method of quantum dot@Cu nano-cluster ratiometric fluorescent sensor and application thereof in Cu  detection ,南昌大学,"邱建丁, 刘智超, 梁汝萍",2015-03-24,2015-03-24,2015-07-01,,https://patents.google.com/patent/CN104745194A/en,
CN-103361067-A,Water-soluble quantum dot fluorescent nanosphere and preparation method thereof ,天津大学,"常津, 李雪, 杨秋花, 武玉东",2013-07-16,2013-07-16,2013-10-23,,https://patents.google.com/patent/CN103361067A/en,https://patentimages.storage.googleapis.com/7d/b7/27/0c2798f96fa4b7/HDA00003520408800011.png
CN-101915844-A,Method and special quantum dot fluorescent immunoassay kit for detecting quinolone compounds ,中国农业大学,"吴聪明, 沈建忠, 张素霞, 王战辉, 史为民, 程林丽, 曹兴元, 汤树生",2010-08-03,2010-08-03,2010-12-15,,https://patents.google.com/patent/CN101915844A/en,https://patentimages.storage.googleapis.com/f6/8d/c8/309599b0448cf6/HSA00000215988700011.png
CN-112039820-B,Communication signal modulation and identification method for quantum image group mechanism evolution BP neural network ,哈尔滨工程大学,"高洪元, 王世豪, 杨杰, 张世铂, 张志伟, 臧国建, 苏雨萌, 邹一凡, 李慧爽",2020-08-14,2020-08-14,2022-06-21,2022-06-21,https://patents.google.com/patent/CN112039820B/en,https://patentimages.storage.googleapis.com/f6/27/44/3325a9759f345b/HDA0002632763490000011.png
CN-108254760-B,Positioning and navigation method and system based on three quantum satellites ,"中国科学技术大学, 北京卫星信息工程研究所","丛爽, 陈鼎, 宋媛媛, 尚伟伟",2017-12-28,2017-12-28,2020-02-18,2020-02-18,https://patents.google.com/patent/CN108254760B/en,https://patentimages.storage.googleapis.com/f0/ed/57/24618b9278b0b5/HDA0001531171010000011.png
EP-2388872-A2,Quantum cascade laser ,Hamamatsu Photonics K.K.,"Kazuue Fujita, Tadataka Edamura, Tatsuo Dougakiuchi",2010-05-19,2011-05-18,2011-11-23,,https://patents.google.com/patent/EP2388872A2/en,https://patentimages.storage.googleapis.com/d9/80/8f/0a89e195638baa/imgf0001.png
CN-103937158-A,"Quantum dot with high transparency and high fluorescence efficiency/epoxy resin nano composite material, preparation and applications thereof ",北京化工大学,"邹威, 陈兰兰, 张晨, 杜中杰, 励杭泉",2014-03-24,2014-03-24,2014-07-23,,https://patents.google.com/patent/CN103937158A/en,
US-7456423-B2,Quantum dot optoelectronic device having an Sb-containing overgrown layer ,National Central University,"Wei-Sheng Liu, Jen-Inn Chyi",2006-06-22,2006-08-09,2008-11-25,2008-11-25,https://patents.google.com/patent/US7456423B2/en,https://patentimages.storage.googleapis.com/1a/2b/3a/5638e17060f4ed/US07456423-20081125-D00000.png
US-2011026556-A1,Quantum cascade laser ,Hamamatsu Photonics K.K.,"Kazuue FUJITA, Masamichi Yamanishi, Tadataka Edamura, Naota Akikusa",2009-07-31,2010-05-18,2011-02-03,,https://patents.google.com/patent/US20110026556A1/en,https://patentimages.storage.googleapis.com/25/4a/e0/b51c3952cfdece/US20110026556A1-20110203-D00000.png
CN-107392930-A,A kind of quantum Canny edge detection methods ,重庆邮电大学,"袁素真, 李亚豪, 张昀晴, 吴玄, 吴一玄, 黄铉晴, 路永乐, 毛雪峰, 罗元, 王艳, 袁建国",2017-08-07,2017-08-07,2017-11-24,,https://patents.google.com/patent/CN107392930A/en,
CN-104685735-A,Quantum well tunable short cavity laser ,"统雷有限公司, 普雷维乌姆研究公司","A·E·凯布尔, V·贾亚拉曼, B·M·波特赛义德",2012-07-27,2013-07-26,2015-06-03,,https://patents.google.com/patent/CN104685735A/en,
CN-103149360-A,Multi-functional quick fluorescence immunoassay test method using functional substrate as media and using single color and multi-color quantum dots as mark ,河南大学,"李林松, 刘丹",2013-02-04,2013-02-04,2013-06-12,,https://patents.google.com/patent/CN103149360A/en,https://patentimages.storage.googleapis.com/3e/19/89/43e86640c43444/HDA00002817407200011.png
CN-102916807-A,Polarization compensation implementation method of continuous variable quantum key distribution system ,上海交通大学,"房坚, 黄端, 何广强, 曾贵华",2012-10-12,2012-10-12,2013-02-06,,https://patents.google.com/patent/CN102916807A/en,
CN-103778593-B,The quantum image encryption method decomposed based on image association ,南昌大学,"周南润, 华天祥, 龚黎华, 余镇波",2014-01-14,2014-01-14,2018-01-19,2018-01-19,https://patents.google.com/patent/CN103778593B/en,
CN-108768629-A,A kind of credible relaying quantum communications method and system ,中国科学院信息工程研究所,"杨理, 宋雅琪",2018-05-24,2018-05-24,2018-11-06,,https://patents.google.com/patent/CN108768629A/en,
CN-107944133-B,Annular antenna array sparse method based on multi-target quantum spider swarm evolution mechanism ,哈尔滨工程大学,"高洪元, 张晓桐, 刁鸣, 刘子奇, 白永珍, 侯阳阳, 苏雨萌, 马雨微",2017-11-22,2017-11-22,2021-01-12,2021-01-12,https://patents.google.com/patent/CN107944133B/en,https://patentimages.storage.googleapis.com/4a/54/b2/1c0e243101fa4b/HDA0001477518350000011.png
CN-101275362-A,Preparation for silk with quantum dot nano-particles ,同济大学,储茂泉,2008-04-25,2008-04-25,2008-10-01,,https://patents.google.com/patent/CN101275362A/en,https://patentimages.storage.googleapis.com/70/ec/fa/bf61a538f9af74/A20081003670700142.png
CN-106340888-A,Alternating-current/direct-current-system reactive power optimization method based on good-point set quantum particle swarm algorithm ,"国网福建省电力有限公司, 国家电网公司, 国网福建省电力有限公司电力科学研究院, 北京清软创新科技股份有限公司","黄道姗, 蔡振才, 黄霆, 李海坤, 苏清梅, 吴丹岳, 林因, 刘智煖, 张健, 蔡冰君",2016-09-18,2016-09-18,2017-01-18,,https://patents.google.com/patent/CN106340888A/en,
JP-2013525767-A,Quantum correction method and system for improving temperature measurement accuracy of radiation thermometer ,天津易通▲電▼▲気▼技▲術▼▲開▼▲発▼集▲団▼有限公司,"曹柏林, ▲淡▼成章, 曹▲鋭▼, ▲劉▼成▲鋼▼",2010-08-11,2011-03-18,2013-06-20,,https://patents.google.com/patent/JP2013525767A/en,https://patentimages.storage.googleapis.com/4e/ad/9c/1f8c5241465626/2013525767-19.png
CN-103403658-A,Gesture based application management ,"Flex Electronics ID Co.,Ltd.","S.瑟帕尔, M.吉姆普尔",2010-10-01,2011-09-22,2013-11-20,,https://patents.google.com/patent/CN103403658A/en,https://patentimages.storage.googleapis.com/ae/ba/04/cbbf34137ed95d/HDA00003266731400011.png
AU-2018274948-B2,"System, method and computer readable medium for quassical computing ",Lockheed Martin Corporation,"Edward H. Allen, Kristen L. Pudenz, Luke A. Uribarri",2018-12-06,2018-12-06,2021-04-22,2021-04-22,https://patents.google.com/patent/AU2018274948B2/en,
US-2023081773-A1,Low-weight fermion-to-qubit encoding ,Phasecraft Limited,"Joel David Klassen, Charles Nicholas Carey Derby",2020-02-13,2021-02-03,2023-03-16,,https://patents.google.com/patent/US20230081773A1/en,https://patentimages.storage.googleapis.com/33/0a/4c/5c41ba4f6ae025/US20230081773A1-20230316-D00000.png
KR-20160120681-A,Composition for Detecting Microbial Contamination Comprising an Agent for Detecting Nuclease in Microorganism and Uses Thereof ,재단법인 바이오나노헬스가드연구단,"박경숙, 정봉현, 이경진, 김병권, 이소연, 권정선, 이의진",2015-04-08,2016-04-07,2016-10-18,,https://patents.google.com/patent/KR20160120681A/en,https://patentimages.storage.googleapis.com/36/f8/7e/3c0137384d8ddf/pat00001.png
CN-109314167-A,Ultraviolet rays emitting apparatus and its manufacturing method ,"创光科学株式会社, Ａｇｃ株式会社","山田贵穗, 长泽阳祐, 平野光, 本松正道, 一本松正道, 青崎耕",2016-07-01,2017-04-10,2019-02-05,,https://patents.google.com/patent/CN109314167A/en,
EP-3266789-A1,Monosubstituted diazabenzimidazole carbene metal complexes for use in organic light emitting diodes ,UDC Ireland Limited,"Peter Murer, Korinna Dormann, Flavio Luiz Benedito, Glauco BATTAGLIARIN, Stefan Metz, Ute HEINEMEYER, Christian Lennartz, Gerhard Wagenblast, Soichi Watanabe, Thomas Gessner",2013-07-02,2014-07-02,2018-01-10,,https://patents.google.com/patent/EP3266789A1/en,
CN-101679040-A,Method to produce light-emitting nano-particles of diamond ,国家健康与医学研究院,"让-保罗·布杜, 帕特里克·屈尔米",2007-05-10,2008-05-07,2010-03-24,,https://patents.google.com/patent/CN101679040A/en,https://patentimages.storage.googleapis.com/92/eb/77/ac80f1e49e647f/A2008800155260015H1.png
JP-WO2007116659-A1,Surface emitting laser ,日本電気株式会社,"畠山　大, 大 畠山",2006-03-23,2007-03-23,2009-08-20,,https://patents.google.com/patent/JPWO2007116659A1/en,https://patentimages.storage.googleapis.com/fb/97/37/1688af84738f81/2007116659-3.png
CN-108645796-A,Based on the phase distribution measuring instrument and method for modulating weak value amplifying technique ,四川大学,"张志友, 李兆雪, 邱晓东, 谢林果, 罗兰, 刘雄",2018-04-18,2018-04-18,2018-10-12,,https://patents.google.com/patent/CN108645796A/en,
US-2008194970-A1,Methods for Intraoperative Organotypic Nerve Mapping ,"Steers William D, Lisa Blackburn Boyette","William D. Steers, Lisa Blackburn Boyette",2005-08-19,2006-08-16,2008-08-14,,https://patents.google.com/patent/US20080194970A1/en,https://patentimages.storage.googleapis.com/9c/2d/1a/a53f92ba765e9b/US20080194970A1-20080814-D00000.png
CN-108880368-A,Permanent magnet synchronous motor efficiency optimization control method based on modified Fibonacci method ,湖南机电职业技术学院,刘建林,2018-06-08,2018-06-08,2018-11-23,,https://patents.google.com/patent/CN108880368A/en,
CN-107621782-A,A kind of method for diagnosing faults of grid bipolar transistor (IGBT) module ,安徽理工大学,"姜媛媛, 周利华, 李振璧",2017-05-08,2017-05-08,2018-01-23,,https://patents.google.com/patent/CN107621782A/en,
US-2014374733-A1,"Photoelectric conversion element, method for using the same, imaging device, photosensor, and compound ",Fujifilm Corporation,"Yuki HIRAI, Yosuke Yamamoto, Tomoaki Yoshioka, Eiji Fukuzaki, Katsuyuki Yofu, Masaaki Tsukase, Mitsumasa Hamano, Takahiko Ichiki",2012-03-05,2014-09-05,2014-12-25,,https://patents.google.com/patent/US20140374733A1/en,https://patentimages.storage.googleapis.com/38/20/7a/d156cdfe781098/US20140374733A1-20141225-D00000.png
US-9324951-B2,"Pyrazine derivative, and light emitting element, display device, electronic device using the pyrazine derivative ","Semiconductor Energy Laboratory Co., Ltd.","Hiroko Murata, Masakazu Egawa, Harue Nakashima, Sachiko Kawakami, Nobuharu Ohsawa, Satoshi Seo",2005-12-28,2014-12-29,2016-04-26,2016-04-26,https://patents.google.com/patent/US9324951B2/en,https://patentimages.storage.googleapis.com/8b/2e/03/76eafc89650754/US09324951-20160426-D00000.png
CN-102498417-A,Apparatus and method for neutron detection by capture-gamma calorimetry ,前视红外放射有限责任公司,"G.保施, C.M.赫尔巴赫, J.施泰因",2009-07-27,2009-07-27,2012-06-13,,https://patents.google.com/patent/CN102498417A/en,https://patentimages.storage.googleapis.com/82/f3/64/4c9b51cccc11a0/492489.png
CN-103849366-A,Foaming composition with wettability modifying and corrosion inhibitory properties for high temperature and ultra-high salinity ,墨西哥石油研究院,"R.赫尔南德兹阿尔塔米拉诺, L.S.扎马迪奥里维拉, V.Y.米纳策范特斯, E.E.卢娜罗杰罗, E.瑟拉诺萨尔达纳, J.M.马蒂内兹马加丹, R.奥维多罗阿, D.A.尼托阿尔瓦雷兹, E.布恩罗斯特罗冈萨雷兹, R.西斯尼罗斯德沃拉, M.D.P.阿佐拉加西亚, M.庞斯吉梅内兹, A.E.曼多扎阿奎拉, S.J.K.金, J.F.拉米雷兹佩雷兹, T.E.查维兹米姚奇",2012-12-05,2013-12-04,2014-06-11,,https://patents.google.com/patent/CN103849366A/en,https://patentimages.storage.googleapis.com/1d/de/72/6359d59a170db4/HDA0000429731820000011.png
CN-105265025-A,Lighting systems for protecting circadian neuroendocrine function ,瑟卡蒂安齐尔克莱特有限公司,"马丁·克里斯多弗·穆尔-伊德, 丽贝卡·玛丽·查科, 安内克·马利斯·海特曼, 罗伯特·弗雷德里克·卡斯珀, 小罗伯特·弗兰克·卡尔利采克, 多罗斯·普拉蒂卡, 乌多·特鲁切尔",2013-04-04,2014-04-03,2016-01-20,,https://patents.google.com/patent/CN105265025A/en,
CN-108880780-A,Key secure distribution system and method based on Chaotic Synchronous common signal channel feature ,太原理工大学,"王安帮, 高华, 王龙生, 赵彤, 郭园园, 贾志伟, 王云才",2018-05-23,2018-05-23,2018-11-23,,https://patents.google.com/patent/CN108880780A/en,
CN-109583698-A,A kind of Urban Streets spatial shape comprehensive estimation method based on fuzzy mathematics theory ,北京工业大学,程昊淼,2018-10-29,2018-10-29,2019-04-05,,https://patents.google.com/patent/CN109583698A/en,
JP-7164892-B2,organic electroluminescent element ,北京夏禾科技有限公司,"惠卿 ▲ホウ▼, 茹 賈, 至皓 崔, 暁 陳, 伝軍 夏, 志遠 ▲クアン▼, 静 王",2019-12-03,2020-12-03,2022-11-02,2022-11-02,https://patents.google.com/patent/JP7164892B2/en,https://patentimages.storage.googleapis.com/7d/1b/41/a5639b4ad2d0b7/0007164892000078.png
CN-109583951-A,A kind of electricity market contract for differences quantity division technology and decomposition result comprehensive estimation method ,"浙江电力交易中心有限公司, 浙江大学","李道强, 龚建荣, 徐程炜, 李忠憓, 高滢, 闫园, 汪向阳, 孙瑜, 陈成, 何洁, 文福拴",2018-11-29,2018-11-29,2019-04-05,,https://patents.google.com/patent/CN109583951A/en,
EP-2001064-A1,Organic electroluminescence element material and organic electroluminescence element using such material ,"Idemitsu Kosan Co., Ltd.","Yuki Nakano, Toshihiro Iwakuma, Masahide Matsuura, Hidetsugu Ikeda",2006-03-24,2007-03-19,2008-12-10,,https://patents.google.com/patent/EP2001064A1/en,
CN-102858272-A,Expansion device for treatment of vascular passageways ,爱德华兹生命科学公司,"G·马德里, M·温斯顿, S·索克, M·D·富兰克林",2009-12-15,2010-12-15,2013-01-02,,https://patents.google.com/patent/CN102858272A/en,https://patentimages.storage.googleapis.com/0a/e4/b2/6ec49824df3636/HDA00002013302800011.png
CN-1946983-A,Small displacement measuring method and instrument ,国立大学法人电气通信大学,"武田光夫, 王炜, 石井信生, 宫本洋子",2004-04-22,2005-04-22,2007-04-11,,https://patents.google.com/patent/CN1946983A/en,https://patentimages.storage.googleapis.com/a4/73/2d/d942525f92d813/A20058001238300221.png
CN-109697566-A,Electronic product processing technology evaluation system and its evaluation method ,四川大学,"汪永超, 李波, 刘勇, 黄建",2018-12-27,2018-12-27,2019-04-30,,https://patents.google.com/patent/CN109697566A/en,
CN-105229664-A,Athletic performance monitoring in team sport environment and method ,耐克创新有限合伙公司,"S.巴拉克里什纳恩, S.霍姆斯, A.B.韦斯特",2012-10-25,2013-10-25,2016-01-06,,https://patents.google.com/patent/CN105229664A/en,
EP-2861767-A2,Predictive markers for cancer and metabolic syndrome ,"Nuclea Biotechnologies, Inc.",Patrick J. Muraca,2012-06-15,2013-06-13,2015-04-22,,https://patents.google.com/patent/EP2861767A2/en,
CN-103200001-A,Multivariate public key encryption method ,武汉大学,"王后珍, 张焕国",2013-03-27,2013-03-27,2013-07-10,,https://patents.google.com/patent/CN103200001A/en,
TW-I580074-B,Semiconductor light emitting element ,Toyoda Gosei Kk,"Koji Kamei, Remi Ohba, Takashi Hodota",2008-12-15,2009-12-15,2017-04-21,2017-04-21,https://patents.google.com/patent/TWI580074B/en,
IL-203239-A,Seeds and markers for use in imaging ,"Univ Houston, Univ Texas",,2007-07-11,2010-01-11,2014-03-31,,https://patents.google.com/patent/IL203239A/en,
JP-2011008991-A,"Organic electroluminescent element, white organic electroluminescent element, display device and illumination device ","Konica Minolta Holdings Inc, コニカミノルタホールディングス株式会社","秀雄 ▲高▼, Hideo Ko, Hidekane Ozeki, 秀謙 尾関, Yoshiyuki Suzuri, 善幸 硯里",2009-06-24,2009-06-24,2011-01-13,,https://patents.google.com/patent/JP2011008991A/en,https://patentimages.storage.googleapis.com/f9/3e/65/8b85d6d37148ee/2011008991-41.png
CN-101952455-A,Compositions and methods for maintenance of fluid conducting and containment systems ,卢克斯创新有限公司,"A·穆萨维, C·罗利-维拉姆斯, C·麦肯辛, F·麦凯, A-M·弗勒, V·麦格达伦克, E·坡范科特",2007-12-17,2008-12-17,2011-01-19,,https://patents.google.com/patent/CN101952455A/en,https://patentimages.storage.googleapis.com/e6/7d/57/cf9d520bc8df27/HPA00001204659500022.png
