search URL:,https://patents.google.com/?q=%28Quantum+Speedup%29&oq=Quantum+Speedup
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8816279-B2,Tunable laser-based infrared imaging system and method of use thereof ,Northeastern University,"Max Diem, Charles A. DiMarzio",2010-04-09,2011-04-11,2014-08-26,2014-08-26,https://patents.google.com/patent/US8816279B2/en,https://patentimages.storage.googleapis.com/16/d6/d7/f2112705a6e3e9/US08816279-20140826-D00000.png
US-2022108430-A1,Hyperspectral imaging system ,University Of Southern California,"Wen Shi, Eun Sang KOO, Scott E. Fraser, Francesco Cutrale",2019-01-31,2020-01-31,2022-04-07,,https://patents.google.com/patent/US20220108430A1/en,https://patentimages.storage.googleapis.com/ea/b1/9d/f0698ec5aaba6f/US20220108430A1-20220407-D00000.png
JP-6626497-B2,Managing task invocations ,"アビニシオ テクノロジー エルエルシー, アビニシオ  テクノロジー  エルエルシー","クレイグ ダブリュー． スタンフィル, クレイグ  ダブリュー． スタンフィル, リチャード シャピロ, リチャード シャピロ, ステファン エー． クコリッチ, ステファン  エー． クコリッチ, ザ サード ジョセフ スケッフィントン ホーリー, ザ  サード  ジョセフ  スケッフィントン ホーリー",2014-09-02,2015-09-02,2019-12-25,2019-12-25,https://patents.google.com/patent/JP6626497B2/en,
US-7991013-B2,Digital receiver for radio-frequency signals ,"Hypres, Inc.","Deepnarayan Gupta, Oleg A. Mukhanov",2006-06-14,2007-12-28,2011-08-02,2011-08-02,https://patents.google.com/patent/US7991013B2/en,https://patentimages.storage.googleapis.com/be/05/a7/b187751f714769/US07991013-20110802-D00000.png
KR-20200038943-A,"Image encoder, image decoder, image encoding method and image decoding method ",파나소닉 인텔렉츄얼 프로퍼티 코포레이션 오브 아메리카,"기요후미 아베, 다카히로 니시, 다다마사 도마, 류이치 가노, 총 순 림, 루 링 리아오, 하이 웨이 순, 스고슈 빠반 샤시다, 한 분 테오, 징 야 리",2017-08-22,2018-08-10,2020-04-14,,https://patents.google.com/patent/KR20200038943A/en,https://patentimages.storage.googleapis.com/00/9b/43/70e961872ea3d0/pct00003.png
WO-2019191777-A1,Systems and methods for drug design and discovery comprising applications of machine learning with differential geometric modeling ,Board Of Trustees Of Michigan State University,"Guowei WEI, Duc Nguyen, Zixuan CANG",2018-03-30,2019-04-01,2019-10-03,,https://patents.google.com/patent/WO2019191777A1/en,
US-8837953-B2,Mitigating noise and OBI in RFoG networks ,"Arris Enterprises, Inc.","Venk Mutalik, Marcel F. Schemmann",2011-06-01,2011-06-01,2014-09-16,2014-09-16,https://patents.google.com/patent/US8837953B2/en,https://patentimages.storage.googleapis.com/7d/a1/78/ef82097bfd6624/US08837953-20140916-D00000.png
CN-101450659-B,Rapid acceleration control apparatus ,日产自动车株式会社,"片仓秀策, 谷合和博, 村山正览, 川本佳延, 水田洋平",2007-12-03,2008-12-01,2012-09-05,2012-09-05,https://patents.google.com/patent/CN101450659B/en,https://patentimages.storage.googleapis.com/da/f0/32/4c4a9618e56225/H2008101778081E00011.png
KR-20210055741-A,Flash Joule heating synthesis method and composition thereof ,윌리엄 마쉬 라이스 유니버시티,"제임스 미첼 투어, 두이 엑스 르엉, 윌버 카터 키트렐, 베이인 첸",2018-09-05,2019-08-23,2021-05-17,,https://patents.google.com/patent/KR20210055741A/en,https://patentimages.storage.googleapis.com/88/33/ff/56d5e0decfd47f/pct00012.png
JP-2020526030-A,Light-emitting diode (LED) mass transfer device and manufacturing method ,テソロ・サイエンティフィック・インコーポレーテッド,ヘンリー，フランソワ・ジェイ,2017-06-26,2018-06-26,2020-08-27,,https://patents.google.com/patent/JP2020526030A/en,https://patentimages.storage.googleapis.com/d3/40/a4/56bdcd2d5e9745/2020526030-3.png
US-9901254-B2,Systems and methods for virtual index-matching of diffusive media ,"Visen Medical, Inc.","Jorge Ripoll Lorenzo, Wael I. Yared, Joshua Kempner",2009-09-22,2013-03-13,2018-02-27,2018-02-27,https://patents.google.com/patent/US9901254B2/en,https://patentimages.storage.googleapis.com/36/3b/8c/9c8fbffc8211a9/US09901254-20180227-D00000.png
CN-110139028-B,Image processing method and head-mounted display device ,华为技术有限公司,"梁天鹰, 赖武军",2019-03-25,2019-03-25,2020-07-07,2020-07-07,https://patents.google.com/patent/CN110139028B/en,https://patentimages.storage.googleapis.com/ab/fc/ca/90963ddac4133b/HDA0002006080620000011.png
CN-108596248-A,A kind of classification of remote-sensing images model based on improvement depth convolutional neural networks ,上海海洋大学,"王振华, 徐首珏, 宋巍, 曲念毅, 何盛琪",2018-04-23,2018-04-23,2018-09-28,,https://patents.google.com/patent/CN108596248A/en,
JP-6541463-B2,Toner manufacturing method ,キヤノン株式会社,"阿部　浩次, 浩次 阿部, 俊彦 片倉, 俊彦 片倉, 茜 桝本, 茜 桝本, 英芳 冨永, 英芳 冨永, 施老 黒木, 施老 黒木, 沙羅 井上, 沙羅 井上",2014-06-26,2015-06-25,2019-07-10,2019-07-10,https://patents.google.com/patent/JP6541463B2/en,https://patentimages.storage.googleapis.com/3c/b7/36/041ffca3c1e3b0/0006541463-26.png
JP-7347216-B2,Photoelectric conversion element and imaging device ,ソニーグループ株式会社,"治典 塩見, 俊貴 森脇",2018-01-31,2019-01-18,2023-09-20,2023-09-20,https://patents.google.com/patent/JP7347216B2/en,https://patentimages.storage.googleapis.com/bf/1e/8b/ab1b0c971280a1/0007347216000005.png
CN-104608593-B,Method and Vehicular system for engine ,福特环球技术公司,R·D·普斯夫,2013-11-05,2014-10-24,2019-09-13,2019-09-13,https://patents.google.com/patent/CN104608593B/en,
CN-105612414-B,The characterization of polymer and colloidal solution ,"先进的聚合物监测技术股份有限公司, 杜兰教育基金管理者","W·F·里德, M·F·德伦斯基, A·W·里德",2013-08-20,2014-08-20,2018-09-04,2018-09-04,https://patents.google.com/patent/CN105612414B/en,
JP-7152956-B2,tensor field mapping ,キュー バイオ インコーポレーション,"カディッツ，ジェフェリー，エイチ．, ポリメリディス，アタナシオス, ホワイト，ジャコブ, ラマスワミー，ディーパック, ビリェーナ，ジョージ，フェルナンデス",2016-05-31,2017-05-30,2022-10-13,2022-10-13,https://patents.google.com/patent/JP7152956B2/en,https://patentimages.storage.googleapis.com/eb/0e/a8/025bdb97639634/0007152956000021.png
US-11742956-B2,Generation of entangled qubit states ,PsiQuantum Corp.,"Mercedes GIMENO-SEGOVIA, Terence G. RUDOLPH",2018-03-23,2022-06-24,2023-08-29,2023-08-29,https://patents.google.com/patent/US11742956B2/en,https://patentimages.storage.googleapis.com/9c/21/59/6da87d9ebcc0b6/US11742956-20230829-D00000.png
WO-2020106974-A1,Etched facet in a multi quantum well structure ,"Skorpios Technologies, Inc.","Paveen Apiratikul, Damien Lambert",2018-11-21,2019-11-21,2020-05-28,,https://patents.google.com/patent/WO2020106974A1/en,
KR-101070032-B1,Photoacid generators with perfluorinated multifunctional anions ,쓰리엠 이노베이티브 프로퍼티즈 컴파니,윌리암 엠. 라만나,2003-05-22,2005-11-21,2011-10-04,2011-10-04,https://patents.google.com/patent/KR101070032B1/en,
US-2010155763-A1,Systems and methods for application of optical materials to optical elements ,"Cree, Inc.","Matthew Donofrio, Nathaniel O. Cannon",2008-01-15,2010-03-03,2010-06-24,,https://patents.google.com/patent/US20100155763A1/en,https://patentimages.storage.googleapis.com/56/57/be/a563b6a8ea72d7/US20100155763A1-20100624-D00000.png
US-2017139556-A1,"Apparatuses, systems, and methods for vehicle interfaces ","Quantum Interface, Llc",Jonathan Josephson,2014-10-01,2016-07-14,2017-05-18,,https://patents.google.com/patent/US20170139556A1/en,https://patentimages.storage.googleapis.com/a2/25/ca/baee8b311ff0c4/US20170139556A1-20170518-D00000.png
US-2007043341-A1,Apparatus and method for laser treatment with spectroscopic feedback ,"Anderson R R, Hunter Ian W, Brenan Colin J, Lim Keng H, Elizabeth Sebern","R. Anderson, Ian Hunter, Colin Brenan, Keng Lim, Elizabeth Sebern",2001-05-30,2006-10-19,2007-02-22,,https://patents.google.com/patent/US20070043341A1/en,https://patentimages.storage.googleapis.com/1c/f4/35/9ec6d89cea2124/US20070043341A1-20070222-D00000.png
US-9811553-B2,Methods and systems for data aggregation and reporting ,Entegrity LLC,David Gordon HILL,2010-03-11,2011-03-11,2017-11-07,2017-11-07,https://patents.google.com/patent/US9811553B2/en,https://patentimages.storage.googleapis.com/cf/f3/05/afda126b05c337/US09811553-20171107-D00000.png
KR-102100176-B1,"Contact-type infrared temperature sensor, thermal apparatus, and exhaust system ",세미텍 가부시키가이샤,토시유키 노지리,2012-08-03,2013-07-23,2020-04-13,2020-04-13,https://patents.google.com/patent/KR102100176B1/en,https://patentimages.storage.googleapis.com/89/24/1c/e0af26077952ac/112015013643377-pct00001.png
CN-110324706-B,Video cover generation method and device and computer storage medium ,阿里巴巴（中国）有限公司,盛骁杰,2018-03-30,2018-03-30,2022-03-04,2022-03-04,https://patents.google.com/patent/CN110324706B/en,https://patentimages.storage.googleapis.com/b9/00/b5/d1c66b46039987/HDA0001616067510000011.png
US-7895560-B2,Continuous flow instant logic binary circuitry actively structured by code-generated pass transistor interconnects ,William Stuart Lovell,William Stuart Lovell,2006-10-02,2006-10-02,2011-02-22,2011-02-22,https://patents.google.com/patent/US7895560B2/en,https://patentimages.storage.googleapis.com/51/03/34/a7502b609bde6a/US07895560-20110222-D00000.png
US-8296144-B2,System and method for automated testing of complicated dialog systems ,Robert Bosch Gmbh,"Fuliang Weng, Hua Ai",2008-06-04,2008-06-04,2012-10-23,2012-10-23,https://patents.google.com/patent/US8296144B2/en,https://patentimages.storage.googleapis.com/64/91/c3/03d914b8135c38/US08296144-20121023-D00000.png
US-11156187-B2,"Nuclear energy, metal fuel, H2 / O2 from H2O, with MHD power and propulsion for one month astronaut rocket voyages to Mars ",Bert Zauderer,Bert Zauderer,2011-08-15,2012-08-13,2021-10-26,2021-10-26,https://patents.google.com/patent/US11156187B2/en,https://patentimages.storage.googleapis.com/65/53/73/765e0cc0236c5f/US11156187-20211026-D00000.png
CN-101095285-B,Direct current offset correction systems and methods ,联发科技股份有限公司,"巴拉·拉马钱德兰, 约翰·E·瓦沙",2004-04-13,2005-04-12,2012-06-27,2012-06-27,https://patents.google.com/patent/CN101095285B/en,https://patentimages.storage.googleapis.com/0b/09/4c/c1f256d5290e41/S05819284820061214E000011.png
JP-5520286-B2,Filter processing method and apparatus for anti-aliasing ,アドバンスト・マイクロ・ディバイシズ・インコーポレイテッド,"イオーチャ，コンスタンティン, ヤン，ジェイソン, ポミアノウスキ，アンドリュー",2008-04-04,2009-04-03,2014-06-11,2014-06-11,https://patents.google.com/patent/JP5520286B2/en,https://patentimages.storage.googleapis.com/a9/6b/e0/e7d54a199eb482/0005520286-13.png
US-7939900-B2,Materials for the formation of polymer junction diodes ,The Regents Of The University Of California,Qibing Pei,2005-09-07,2008-03-04,2011-05-10,2011-05-10,https://patents.google.com/patent/US7939900B2/en,https://patentimages.storage.googleapis.com/fb/05/b7/ebd7860445f0cc/US07939900-20110510-D00000.png
US-8153065-B2,Flourescent organic nanofibrils based on arylene-ethylene macrocycles as sensory materials for explosives detection ,Southern Illinois University,"Ling Zang, Jeffrey Moore, Tammene Naddo, Wei Zhang",2007-04-27,2008-04-28,2012-04-10,2012-04-10,https://patents.google.com/patent/US8153065B2/en,https://patentimages.storage.googleapis.com/b7/85/65/4190338c6e30f0/US08153065-20120410-D00000.png
US-2018333587-A1,Brain-machine interface (bmi) ,Newton Howard,Newton Howard,2016-04-22,2018-05-24,2018-11-22,,https://patents.google.com/patent/US20180333587A1/en,https://patentimages.storage.googleapis.com/da/5c/4f/b4719fac29c59a/US20180333587A1-20181122-D00000.png
US-10453583-B2,Boron filled hybrid nanotubes ,"Rajen Bhupendra Patel, Zafar Iqbal","Rajen Bhupendra Patel, Zafar Iqbal",2016-08-27,2016-08-27,2019-10-22,2019-10-22,https://patents.google.com/patent/US10453583B2/en,https://patentimages.storage.googleapis.com/1d/6d/4c/fdde49510a02f1/US10453583-20191022-D00000.png
JP-5477752-B2,Method for forming a diode ,マイクロン  テクノロジー，  インク．,"エス． サンデュ，ガーテ, スリニバサン，バスカー",2008-11-26,2009-10-28,2014-04-23,2014-04-23,https://patents.google.com/patent/JP5477752B2/en,https://patentimages.storage.googleapis.com/d7/d0/c3/16eb5a4a148a3e/0005477752-2.png
EP-1966786-B1,Method for triggering matrix displays ,"Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V., Kyocera Display Europe GmbH, Universität des Saarlandes","Chihao Xu, Jürgen Wahl, Friedrich Eisenbrand, Andreas Karrenbauer, Kian Min Soh, Christoph Hitzelberger",2005-12-30,2006-12-21,2013-08-21,2013-08-21,https://patents.google.com/patent/EP1966786B1/en,https://patentimages.storage.googleapis.com/54/08/4a/28cdfed5ed6dac/imgf0001.png
US-8217647-B2,Measuring agglutination parameters ,Koninklijke Philips Electronics N.V.,"Wendy Uyen Dittmer, Peggy De Kievit, Jeroen Hans Nieuwenhuis, Menno Willem Jose Prins, Leonardus Josephus Van Ijzendoorn, Xander Jozef Antoine Janssen",2006-12-19,2007-12-18,2012-07-10,2012-07-10,https://patents.google.com/patent/US8217647B2/en,https://patentimages.storage.googleapis.com/2c/da/55/2ff49b86e5215a/US08217647-20120710-D00000.png
US-9708494-B2,Enhanced luminescence from nanopolished surface and plate wells ,"University Of Maryland, Baltimore County","Chris D. Geddes, Anatoliy I. Dragan",2011-09-26,2016-01-12,2017-07-18,2017-07-18,https://patents.google.com/patent/US9708494B2/en,https://patentimages.storage.googleapis.com/62/03/bd/af0809d12eaf50/US09708494-20170718-D00000.png
TW-201837786-A,Image-based vehicle maintenance plan ,香港商阿里巴巴集團服務有限公司,"章海濤, 徐娟, 侯金龍, 王劍, 郭昕, 程丹妮, 胡越, 吳博坤, 陳燕青",2017-04-11,2018-03-05,2018-10-16,,https://patents.google.com/patent/TW201837786A/en,
US-2015325079-A1,Platforms and systems for playing games of chance ,Bruce Alsip,Bruce Alsip,2014-05-08,2015-05-05,2015-11-12,,https://patents.google.com/patent/US20150325079A1/en,https://patentimages.storage.googleapis.com/3d/2a/ab/69160599b6f52f/US20150325079A1-20151112-D00000.png
CN-102139234-B,Loaded reduced precious metal catalyst as well as preparation method and application thereof ,"梁耀彰, 黄海保","黄海保, 梁耀彰",2011-01-06,2011-01-06,2013-04-17,2013-04-17,https://patents.google.com/patent/CN102139234B/en,
US-10929294-B2,Using caching techniques to improve graph embedding performance ,QC Ware Corp.,"James W. Brahm, David A. B. Hyde, Peter McMahon",2017-03-01,2018-07-20,2021-02-23,2021-02-23,https://patents.google.com/patent/US10929294B2/en,https://patentimages.storage.googleapis.com/d7/ff/97/9243cb7fc9a0a6/US10929294-20210223-D00000.png
US-9239791-B2,Cache swizzle with inline transposition ,International Business Machines Corporation,"Jamie R. Kuesel, Mark G. Kupferschmidt, Paul E. Schardt, Robert A. Shearer",2012-12-12,2013-03-13,2016-01-19,2016-01-19,https://patents.google.com/patent/US9239791B2/en,https://patentimages.storage.googleapis.com/b0/39/b1/4eb25c428cb63f/US09239791-20160119-D00000.png
WO-2022161380-A1,"Model training method and apparatus, and image retrieval method and apparatus ",华为技术有限公司,"李炜棉, 朱凯强, 黄飞, 许松岑",2021-01-30,2022-01-26,2022-08-04,,https://patents.google.com/patent/WO2022161380A1/en,https://patentimages.storage.googleapis.com/6d/aa/96/f4bde8912335d2/PCTCN2022073923-appb-300001.png
US-8663599-B1,Pharmaceutical composition of nanoparticles ,"Gp Medical, Inc., National Tsing Hua University","Hsing-Wen Sung, Zi-Xian Liao, Min-Fan Chung, Ko-Jie Chen, Po-Yuan Cheng, Hosheng Tu",2004-10-05,2012-11-21,2014-03-04,2014-03-04,https://patents.google.com/patent/US8663599B1/en,https://patentimages.storage.googleapis.com/d6/7a/85/64e3b731f0f01c/US08663599-20140304-D00001.png
US-8012430-B2,"Methods for producing microchannel chips, microchannel chips, methods for separating biomolecules using the microchannel chips, and electrophoretic apparatus having the microchannel chips ","National Institute Of Advanced Industrial Science And Technology, Katayanagi Institute, Toppan Printing Co., Ltd.","Kenji Yokoyama, Satoshi Koide, Koji Sakairi, Kazuyoshi Yano, Isao Karube",2004-03-04,2005-03-03,2011-09-06,2011-09-06,https://patents.google.com/patent/US8012430B2/en,https://patentimages.storage.googleapis.com/ec/c8/7a/e57c70a144fae8/US08012430-20110906-D00000.png
US-9110939-B2,Method and apparatus for providing incremental database updates based on delta pages ,Here Global B.V.,"Martin Pfeifle, Boris Gumhold, Jonghyun Suh",2012-10-05,2012-10-05,2015-08-18,2015-08-18,https://patents.google.com/patent/US9110939B2/en,https://patentimages.storage.googleapis.com/3b/05/5e/64ddd0f9f6de8c/US09110939-20150818-D00000.png
US-8793079-B2,Method for imaging of nonlinear interaction scattering ,Surf Technology As,"Bjørn A. J. Angelsen, Rune Hansen, Thor Andreas Tangen",2010-08-20,2011-08-19,2014-07-29,2014-07-29,https://patents.google.com/patent/US8793079B2/en,https://patentimages.storage.googleapis.com/c1/64/bf/5243e21159b20e/US08793079-20140729-D00000.png
US-10319240-B2,Open architecture for flight management system ,Thales,Julien BEERNAERT,2015-12-23,2016-12-22,2019-06-11,2019-06-11,https://patents.google.com/patent/US10319240B2/en,https://patentimages.storage.googleapis.com/c6/4e/2d/fb24635925dc38/US10319240-20190611-D00000.png
EP-2863952-B1,Mesoporous oxide nanoparticles and methods of making and using same ,Cornell University,"Ulrich Wiesner, Kai Ma",2012-06-22,2013-06-24,2018-09-12,2018-09-12,https://patents.google.com/patent/EP2863952B1/en,https://patentimages.storage.googleapis.com/2a/b3/d2/398d1400eda09a/imgf0001.png
CN-102740173-B,Method for sub-rating Ethernet passive optical network (epon) medium access control (mac) flow and physical layer chip ,美国博通公司,"爱德华·W·博伊德, 桑贾伊·戈斯瓦米",2011-04-05,2012-04-05,2015-04-01,2015-04-01,https://patents.google.com/patent/CN102740173B/en,
TW-I585612-B,Managing use of a field programmable gate array with isolated components ,微軟技術授權有限責任公司,"拉瑪查布萊恩, 奈丁格爾艾慕德Ｂ, 巴漢保羅",2012-06-20,2013-06-20,2017-06-01,2017-06-01,https://patents.google.com/patent/TWI585612B/en,
TW-I352435-B,Production method of compound semiconductor light- ,Showa Denko Kk,Katsuki Kusunoki,2004-04-20,2005-04-19,2011-11-11,2011-11-11,https://patents.google.com/patent/TWI352435B/en,
EP-2569394-B1,Method to enhance emissions of long-lived luminescent compounds ,"University of Maryland, Baltimore County",Chris D. Geddes,2010-05-11,2011-05-11,2015-11-04,2015-11-04,https://patents.google.com/patent/EP2569394B1/en,https://patentimages.storage.googleapis.com/92/b9/0a/6be2557a6212a6/imgf0001.png
RU-2703703-C2,Cross-linking of eye tissue ,Уэйвлайт Гмбх,Катрин СКЕРЛЬ,2014-08-26,2015-08-25,2019-10-21,2019-10-21,https://patents.google.com/patent/RU2703703C2/en,https://patentimages.storage.googleapis.com/a6/c3/0a/555fe772f2eede/00000002.png
JP-7241684-B2,detector for optical detection of at least one object ,トリナミクス ゲゼルシャフト ミット ベシュレンクテル ハフツング,"ファローフ，ゼバスティアン, ヘルメス，ヴィルフリート, ヘンゲン，シュテファン, ゼント，ロベルト, ブルーダー，イングマル",2016-10-25,2017-10-24,2023-03-17,2023-03-17,https://patents.google.com/patent/JP7241684B2/en,https://patentimages.storage.googleapis.com/77/61/15/95b14b7cba30c7/0007241684000001.png
JP-6436022-B2,A / D converter ,株式会社デンソー,"智裕 根塚, 智裕 根塚",2015-09-03,2015-09-03,2018-12-12,2018-12-12,https://patents.google.com/patent/JP6436022B2/en,https://patentimages.storage.googleapis.com/55/bf/31/5f855ebcc697b0/0006436022-2.png
CN-101578719-B,Organic field emitting element and method for manufacturing organic device ,三菱化学株式会社,"绪方朋行, 冈部一毅, 饭田宏一朗, 矢部昌义",2007-02-15,2008-02-15,2015-03-04,2015-03-04,https://patents.google.com/patent/CN101578719B/en,
US-2017032016-A1,Real-time information systems and methodology based on continuous homomorphic processing in linear information spaces ,SYSTEMA Systementwicklung Dip. -inf. Manfred Austen GmbH,"Martin Zinner, Gerhard Luhn, Michael Ertelt, Manfred Austen",2014-03-07,2014-06-13,2017-02-02,,https://patents.google.com/patent/US20170032016A1/en,https://patentimages.storage.googleapis.com/f4/97/9b/bd0bf0c910d27d/US20170032016A1-20170202-D00000.png
US-2021365445-A1,"Technologies for collecting, managing, and providing contact tracing information for infectious disease response and mitigation ","Fortior Solutions, Llc","James Frederick ROBELL, Qui Quoc HOANG, Viet Quoc HOANG, Maria thanh NGUYEN, Erin Maria HANG",2020-05-25,2021-05-25,2021-11-25,,https://patents.google.com/patent/US20210365445A1/en,https://patentimages.storage.googleapis.com/67/ab/48/91f6f0b300c791/US20210365445A1-20211125-D00000.png
CN-115516832-A,Network and edge acceleration tile (NEXT) architecture ,英特尔公司,"帕特里克·G·库奇, 安德烈·奇利金, 尼尔·D·麦克唐纳, 布莱恩·A·基廷, 纳文·拉卡库拉, 伊兰戈·S·甘加, 文基德什·克里希纳·伊耶尔, 帕特里克·弗莱明, 洛克普拉维恩·摩苏尔",2020-05-08,2020-12-26,2022-12-23,,https://patents.google.com/patent/CN115516832A/en,https://patentimages.storage.googleapis.com/5c/a1/5e/4fec54a3856a28/HDA0003930025410000011.png
US-11173324-B2,Iterative image reconstruction in image-guided radiation therapy ,"Varian Medical Systems, Inc., Varian Medical Systems International Ag","Pascal PAYSAN, Marcus Brehm, Adam Wang, Dieter Seghers, Josh Star-Lack",2015-10-16,2018-04-13,2021-11-16,2021-11-16,https://patents.google.com/patent/US11173324B2/en,https://patentimages.storage.googleapis.com/39/11/06/972a621398db83/US11173324-20211116-D00000.png
US-2008312610-A1,Microarray Device ,"Peter Nicholas Binks, Michelle Marie Critchley, Robert Alexander Irving, Colin William Pouton, Paul James White","Peter Nicholas Binks, Michelle Marie Critchley, Robert Alexander Irving, Colin William Pouton, Paul James White",2005-07-25,2008-01-25,2008-12-18,,https://patents.google.com/patent/US20080312610A1/en,https://patentimages.storage.googleapis.com/bb/cb/61/460d97981dfbe9/US20080312610A1-20081218-D00000.png
DE-102019116299-A1,Content-addressable memory with spin-orbit torque components ,Sandisk Technologies Llc,"Won Ho Choi, Jongyeon KIM",2018-08-30,2019-06-14,2020-03-05,,https://patents.google.com/patent/DE102019116299A1/en,https://patentimages.storage.googleapis.com/a5/86/cf/54fc0b4215727c/DE102019116299A1_0001.png
CN-111988985-A,Controlled agriculture system and method of agriculture ,欧司朗有限公司,"蒂莫·邦加茨, 塞巴斯蒂安·奥尔朔维斯基, 诺贝特·哈斯, 吉多·安格嫩特, 马雷克·布尔扎, 诺贝特·马格",2018-02-20,2019-02-14,2020-11-24,,https://patents.google.com/patent/CN111988985A/en,https://patentimages.storage.googleapis.com/36/c6/91/0c7a06bad090d5/HDA0002727966700000011.png
US-2012285829-A1,Detecting analytes ,Iti Scotland Limited,"Andrew Mount, Mizanur Khondoker, Ilenia Ciani, Till Bachmann, Peter Ghazal",2009-12-09,2010-12-07,2012-11-15,,https://patents.google.com/patent/US20120285829A1/en,https://patentimages.storage.googleapis.com/5c/c5/97/77724db82ae0ec/US20120285829A1-20121115-D00000.png
US-2020405204-A1,Detection of catecholamine levels inside the neurocranium ,Newton Howard,Newton Howard,2016-04-22,2020-07-31,2020-12-31,,https://patents.google.com/patent/US20200405204A1/en,https://patentimages.storage.googleapis.com/0a/a7/f1/ac227a7c20c015/US20200405204A1-20201231-D00000.png
US-2021138249-A1,System and method for neural stimulation using spike frequency modulation ,Newton Howard,Newton Howard,2016-04-22,2020-07-31,2021-05-13,,https://patents.google.com/patent/US20210138249A1/en,https://patentimages.storage.googleapis.com/a3/89/30/cba7695f4941eb/US20210138249A1-20210513-D00000.png
US-8492510-B2,Multifunctional degradable nanoparticles with control over size and functionalities ,Vanderbilt University,"Eva M. Harth, Alice E. Van Der Ende",2007-11-05,2010-11-23,2013-07-23,2013-07-23,https://patents.google.com/patent/US8492510B2/en,https://patentimages.storage.googleapis.com/eb/e8/dc/2ca670009a17a0/US08492510-20130723-D00000.png
CN-112470142-A,Switching between mediator services in a storage system ,净睿存储股份有限公司,"大卫·格兰瓦尔德, 罗纳德·卡尔, T·吉尔",2018-05-21,2019-05-20,2021-03-09,,https://patents.google.com/patent/CN112470142A/en,https://patentimages.storage.googleapis.com/88/17/17/e3596ec0b5d62c/HDA0002907778350000011.png
CN-103299193-B,"Analyte sensor, prepare and use described sensor method and detection analyte activity method ",佐治亚州立大学研究基金会公司,"詹妮·杰·杨, 唐申",2010-10-19,2011-10-19,2016-08-10,2016-08-10,https://patents.google.com/patent/CN103299193B/en,
CN-101901042-B,Method for reducing power consumption based on dynamic task migrating technology in multi-GPU (Graphic Processing Unit) system ,上海交通大学,"过敏意, 马曦, 朱寅, 郑龙, 沈耀, 周憬宇, 曹朋",2010-08-27,2010-08-27,2011-07-27,2011-07-27,https://patents.google.com/patent/CN101901042B/en,https://patentimages.storage.googleapis.com/0a/fd/48/a630613783f7c4/HDA0000025123890000011.png
US-8895913-B2,Traveling wave based THz signal generation system and method thereof ,"Wave Works, Inc.","Ahmet Tekin, Ahmed Emira, Suat Utku Ay",2012-12-17,2012-12-17,2014-11-25,2014-11-25,https://patents.google.com/patent/US8895913B2/en,https://patentimages.storage.googleapis.com/3f/21/1f/d8c01f2fcea3c8/US08895913-20141125-D00000.png
US-8518690-B2,Production of bio-based materials using photobioreactors with binary cultures ,Battelle Memorial Institute,"Alex S. Beliaev, Grigoriy E. Pinchuk, Eric A. Hill, Jim K. Fredrickson",2008-09-09,2009-09-08,2013-08-27,2013-08-27,https://patents.google.com/patent/US8518690B2/en,https://patentimages.storage.googleapis.com/0f/e5/9e/456580b39649a9/US08518690-20130827-D00001.png
RU-2438646-C2,Method of light-sensitive make-up which uses optical agent for effect protection ,Л'Ореаль,"Анри САМЕН (FR), Анри САМЕН, Франк ГИРОН (FR), Франк ГИРОН, БОНИ Максим ДЕ (JP), БОНИ Максим ДЕ",2009-02-23,2010-02-24,2012-01-10,2012-01-10,https://patents.google.com/patent/RU2438646C2/en,https://patentimages.storage.googleapis.com/c6/3d/bb/1444677f69b93f/00000038.png
US-8648336-B2,Method for fabrication of layered heterojunction polymeric devices ,The University Of Western Ontario,"Leo W. M. Lau, Tomas Trebicky, Heng Yong Nie",2009-03-03,2010-03-03,2014-02-11,2014-02-11,https://patents.google.com/patent/US8648336B2/en,https://patentimages.storage.googleapis.com/fb/28/8b/83f9258684467e/US08648336-20140211-D00000.png
JP-4243318-B2,Method and apparatus for simultaneous cache filling with software and hardware ,株式会社ソニー・コンピュータエンタテインメント,活志 大塚,2006-05-24,2007-05-24,2009-03-25,2009-03-25,https://patents.google.com/patent/JP4243318B2/en,https://patentimages.storage.googleapis.com/e1/a6/4f/4e49337d289c90/0004243318-3.png
JP-2019532445-A,Similarity search using ambiguous codes ,フェイスブック，インク．,"ドーズ、マシス, ジェグ、エルベ, パーロンニン、フローレント",2016-09-07,2017-09-06,2019-11-07,,https://patents.google.com/patent/JP2019532445A/en,
JP-2020500975-A,Method for preparing a composition containing carbon black ,"ランダ ラブズ （２０１２） リミテッド, ランダ  ラブズ  （２０１２）  リミテッド","ランダ ベンジョン, ランダ ベンジョン, アブラモヴィッチ サージ, アブラモヴィッチ サージ, ライオン アミール, ライオン アミール, ハヴィブ アミット, ハヴィブ アミット",2016-11-30,2017-11-30,2020-01-16,,https://patents.google.com/patent/JP2020500975A/en,
US-9119332-B2,Method of mounting devices in substrate and device-mounting substrate structure thereof ,Sony Corporation,Katsuhiro Tomoda,2010-04-28,2011-04-11,2015-08-25,2015-08-25,https://patents.google.com/patent/US9119332B2/en,https://patentimages.storage.googleapis.com/92/b8/56/d03eced552de1a/US09119332-20150825-D00000.png
